stem,storage_day,gt_class,pred_class,area,circularity,opt_volume,mean_phase,max_phase,dry_mass
20110617_3,37.0,0.0,1.0,16130.0,0.44380358133798087,21431138.0,112.87210083007812,224.0,21431138.0
20110617_6,37.0,0.0,2.0,20195.5,0.323174215358498,20679768.0,122.2743148803711,251.5,20679768.0
20110617_8,37.0,0.0,1.0,9499.0,0.6015865718611058,16613677.0,118.5641098022461,254.953125,16613677.0
20110617_9,37.0,0.0,1.0,12866.5,0.5230743594288917,12091590.0,109.81971740722656,254.953125,12091590.0
20110627_1,47.0,0.0,2.0,13376.5,0.308178908790548,19314812.0,122.9123306274414,250.875,19314812.0
20110627_10,47.0,0.0,2.0,9674.0,0.589609257066949,20105050.0,117.95207214355469,244.8125,20105050.0
20110627_3,47.0,0.0,2.0,14154.5,0.2625735957361042,23296248.0,133.4860382080078,254.171875,23296248.0
20110627_4,47.0,0.0,2.0,8759.5,0.30769476135537305,18383412.0,124.12922668457031,239.609375,18383412.0
20110627_5,47.0,0.0,2.0,12993.0,0.5579409802827062,18205376.0,102.17407989501953,231.53125,18205376.0
20110627_6,47.0,0.0,2.0,13146.5,0.23066968146286979,16000560.0,121.86907958984375,254.75,16000560.0
