Architecture,Category,Loss Config,Rank,stem,storage_day,gt_class,pred_class,area,circularity,opt_volume,mean_phase,max_phase,dry_mass
edge_sam,FULL_FINETUNE,N/A,0,20110607_3,27.0,0.0,1.0,739.5,0.4263264406848611,770521.0,128.5916290283203,255.0,770521.0
edge_sam,FULL_FINETUNE,N/A,0,20110607_4,27.0,0.0,1.0,664.5,0.5043786362634669,763609.0,122.17743682861328,252.0,763609.0
edge_sam,FULL_FINETUNE,N/A,0,20110607_7,27.0,0.0,1.0,1079.0,0.2762679588188032,1376617.0,125.71844482421876,250.0,1376617.0
edge_sam,FULL_FINETUNE,N/A,0,20110607_9,27.0,0.0,1.0,679.0,0.4607551806973418,1145517.0,128.82557678222656,255.0,1145517.0
edge_sam,FULL_FINETUNE,N/A,0,20110610_1,30.0,0.0,1.0,1833.0,0.1521132660528823,2020998.0,139.6874542236328,255.0,2020998.0
edge_sam,FULL_FINETUNE,N/A,0,20110610_10,30.0,0.0,1.0,767.5,0.507614260618905,1373828.0,107.57403564453124,246.0,1373828.0
edge_sam,FULL_FINETUNE,N/A,0,20110610_3,30.0,0.0,1.0,1784.0,0.1254143444386838,1829377.0,99.4334716796875,252.0,1829377.0
edge_sam,FULL_FINETUNE,N/A,0,20110610_4,30.0,0.0,1.0,1829.0,0.1961497717922994,1825853.0,117.86540222167967,255.0,1825853.0
edge_sam,FULL_FINETUNE,N/A,0,20110610_6,30.0,0.0,1.0,900.5,0.3653872236574013,1716750.0,117.65814208984376,253.0,1716750.0
edge_sam,FULL_FINETUNE,N/A,0,20110610_9,30.0,0.0,1.0,1232.0,0.1406068956858223,1097066.0,97.21453094482422,247.0,1097066.0
edge_sam,FULL_FINETUNE,N/A,0,20110617_1,37.0,0.0,1.0,1074.0,0.2365666001985132,789675.0,117.82676696777344,255.0,789675.0
edge_sam,FULL_FINETUNE,N/A,0,20110617_10,37.0,0.0,1.0,505.0,0.4748984564093597,522523.0,115.01716613769533,252.0,522523.0
edge_sam,FULL_FINETUNE,N/A,0,20110617_3,37.0,0.0,1.0,1119.5,0.2780027923612012,1232104.0,109.4717025756836,224.0,1232104.0
edge_sam,FULL_FINETUNE,N/A,0,20110617_6,37.0,0.0,1.0,1058.5,0.2204468668878636,1114506.0,119.16027069091795,251.0,1114506.0
edge_sam,FULL_FINETUNE,N/A,0,20110617_8,37.0,0.0,1.0,552.5,0.4603268674644333,910155.0,119.93082427978516,253.0,910155.0
edge_sam,FULL_FINETUNE,N/A,0,20110617_9,37.0,0.0,1.0,724.0,0.4084055386615732,673072.0,111.56505584716795,252.0,673072.0
edge_sam,FULL_FINETUNE,N/A,0,20110627_1,47.0,0.0,1.0,558.0,0.2619920987617871,1017854.0,120.62740325927734,245.0,1017854.0
edge_sam,FULL_FINETUNE,N/A,0,20110627_10,47.0,0.0,1.0,527.5,0.3340372856078098,1114644.0,114.9354476928711,244.0,1114644.0
edge_sam,FULL_FINETUNE,N/A,0,20110627_3,47.0,0.0,3.0,680.0,0.2751577740138237,1348476.0,128.4140625,253.0,1348476.0
edge_sam,FULL_FINETUNE,N/A,0,20110627_4,47.0,0.0,3.0,571.5,0.4282560495196132,1076501.0,120.8872528076172,239.0,1076501.0
edge_sam,FULL_FINETUNE,N/A,0,20110627_5,47.0,0.0,1.0,989.5,0.2590352900480865,868886.0,100.49571990966795,232.0,868886.0
edge_sam,FULL_FINETUNE,N/A,0,20110627_6,47.0,0.0,1.0,562.0,0.306722309546471,905996.0,117.73827362060548,250.0,905996.0
mobile_sam,FULL_FINETUNE,N/A,0,20110511_1,0.0,0.0,1.0,21685.5,0.2733882040003056,24428934.0,115.78789520263672,252.546875,24428934.0
mobile_sam,FULL_FINETUNE,N/A,0,20110511_2,0.0,0.0,1.0,12617.5,0.5536578917975178,21970672.0,113.38706970214844,251.671875,21970672.0
mobile_sam,FULL_FINETUNE,N/A,0,20110511_3,0.0,0.0,1.0,18591.5,0.3936092697625351,32778734.0,130.9143524169922,228.609375,32778734.0
mobile_sam,FULL_FINETUNE,N/A,0,20110511_4,0.0,0.0,1.0,37931.0,0.1677710339823017,27848450.0,140.48619079589844,251.390625,27848450.0
mobile_sam,FULL_FINETUNE,N/A,0,20110511_5,0.0,0.0,1.0,14385.0,0.4550164666438869,21380844.0,125.14542388916016,254.625,21380844.0
mobile_sam,FULL_FINETUNE,N/A,0,20110511_6,0.0,0.0,1.0,33754.0,0.2749246757088022,24757360.0,123.91068267822266,252.875,24757360.0
mobile_sam,FULL_FINETUNE,N/A,0,20110516_1,5.0,0.0,1.0,16398.5,0.5117930088515416,27394162.0,114.95708465576172,252.84375,27394162.0
mobile_sam,FULL_FINETUNE,N/A,0,20110516_2,5.0,0.0,1.0,21383.0,0.3826585400477066,31325550.0,117.71965026855467,250.109375,31325550.0
mobile_sam,FULL_FINETUNE,N/A,0,20110516_3,5.0,0.0,1.0,43611.5,0.1784148852272051,41105212.0,116.07278442382812,246.625,41105212.0
mobile_sam,FULL_FINETUNE,N/A,0,20110516_5,5.0,0.0,1.0,19342.0,0.4338102860125145,33176008.0,121.2843780517578,254.984375,33176008.0
mobile_sam,FULL_FINETUNE,N/A,0,20110516_6,5.0,0.0,1.0,44750.5,0.191323998751754,27070522.0,115.6173095703125,247.390625,27070522.0
mobile_sam,FULL_FINETUNE,N/A,0,20110516_7,5.0,0.0,1.0,22478.5,0.393957855946587,37721748.0,135.01809692382812,246.75,37721748.0
mobile_sam,FULL_FINETUNE,N/A,0,20110519_1,8.0,0.0,1.0,83894.0,0.1707923922920262,35833224.0,107.8215789794922,255.0,35833224.0
mobile_sam,FULL_FINETUNE,N/A,0,20110519_10,8.0,0.0,1.0,59456.0,0.1305666393696816,35339000.0,106.03082275390624,201.203125,35339000.0
mobile_sam,FULL_FINETUNE,N/A,0,20110519_4,8.0,0.0,1.0,27462.5,0.3252800443777159,31349238.0,107.91888427734376,254.53125,31349238.0
mobile_sam,FULL_FINETUNE,N/A,0,20110519_5,8.0,0.0,1.0,55272.5,0.2674348711559363,25225370.0,88.06510162353516,225.28125,25225370.0
mobile_sam,FULL_FINETUNE,N/A,0,20110519_7,8.0,0.0,1.0,55525.0,0.1469815370134534,33294408.0,93.15672302246094,246.6875,33294408.0
mobile_sam,FULL_FINETUNE,N/A,0,20110519_8,8.0,0.0,1.0,64660.0,0.1414035975971029,28710346.0,91.97761535644533,246.484375,28710346.0
mobile_sam,FULL_FINETUNE,N/A,0,20110523_2,12.0,0.0,1.0,61170.0,0.1387623666135432,35497176.0,103.44147491455078,254.234375,35497176.0
mobile_sam,FULL_FINETUNE,N/A,0,20110523_3,12.0,0.0,1.0,214705.0,0.0429010757362412,42003440.0,103.32286834716795,246.9375,42003440.0
mobile_sam,FULL_FINETUNE,N/A,0,20110523_4,12.0,0.0,1.0,35769.0,0.2670249139899767,39575372.0,121.33578491210938,253.46875,39575372.0
mobile_sam,FULL_FINETUNE,N/A,0,20110523_6,12.0,0.0,1.0,78514.5,0.0986980767550823,33917080.0,110.13825988769533,238.71875,33917080.0
mobile_sam,FULL_FINETUNE,N/A,0,20110523_7,12.0,0.0,1.0,48111.0,0.1665438397139082,36823976.0,111.15968322753906,222.515625,36823976.0
mobile_sam,FULL_FINETUNE,N/A,0,20110523_9,12.0,0.0,1.0,55673.5,0.1980534014153339,41142872.0,104.09300231933594,216.203125,41142872.0
mobile_sam,FULL_FINETUNE,N/A,0,20110526_2,15.0,0.0,1.0,73432.0,0.1322339563536078,41929268.0,91.32903289794922,253.109375,41929268.0
mobile_sam,FULL_FINETUNE,N/A,0,20110526_3,15.0,0.0,1.0,235907.5,0.0904521116458718,57363916.0,99.40340423583984,253.734375,57363916.0
mobile_sam,FULL_FINETUNE,N/A,0,20110526_5,15.0,0.0,1.0,224251.0,0.0898065497798201,57137828.0,96.32814025878906,254.421875,57137828.0
mobile_sam,FULL_FINETUNE,N/A,0,20110526_6,15.0,0.0,1.0,171595.5,0.0787228157237285,48599380.0,103.177490234375,250.859375,48599380.0
mobile_sam,FULL_FINETUNE,N/A,0,20110526_7,15.0,0.0,1.0,110743.0,0.0989700897428636,48083764.0,98.56602478027344,208.953125,48083764.0
mobile_sam,FULL_FINETUNE,N/A,0,20110526_8,15.0,0.0,1.0,223475.0,0.0911294209053412,54118092.0,96.86934661865234,246.296875,54118092.0
mobile_sam,FULL_FINETUNE,N/A,0,20110530_4,19.0,0.0,1.0,15190.5,0.4436989780210266,22053500.0,113.54326629638672,231.15625,22053500.0
mobile_sam,FULL_FINETUNE,N/A,0,20110530_5,19.0,0.0,1.0,22563.5,0.4351091467384866,23820048.0,121.12786865234376,254.671875,23820048.0
mobile_sam,FULL_FINETUNE,N/A,0,20110530_6,19.0,0.0,1.0,21058.0,0.3232737428438773,26305098.0,114.72813415527344,231.53125,26305098.0
mobile_sam,FULL_FINETUNE,N/A,0,20110530_7,19.0,0.0,1.0,18044.5,0.6407515250922556,26700770.0,118.23239135742188,250.359375,26700770.0
mobile_sam,FULL_FINETUNE,N/A,0,20110530_8,19.0,0.0,1.0,31718.5,0.2333578962326024,30291006.0,116.52091217041016,254.78125,30291006.0
mobile_sam,FULL_FINETUNE,N/A,0,20110530_9,19.0,0.0,1.0,14237.5,0.511882400159649,18893968.0,117.9126205444336,235.453125,18893968.0
mobile_sam,FULL_FINETUNE,N/A,0,20110603_1,23.0,0.0,1.0,8495.5,0.6824295546488296,7961429.5,120.73746490478516,214.71875,7961429.5
mobile_sam,FULL_FINETUNE,N/A,0,20110603_10,23.0,0.0,1.0,24149.5,0.3004496741544352,21179548.0,155.29690551757812,253.890625,21179548.0
mobile_sam,FULL_FINETUNE,N/A,0,20110603_3,23.0,0.0,1.0,15023.5,0.4657654804837189,20878716.0,140.80599975585938,239.765625,20878716.0
mobile_sam,FULL_FINETUNE,N/A,0,20110603_5,23.0,0.0,1.0,14387.0,0.4433489082528468,24608148.0,138.24179077148438,253.171875,24608148.0
mobile_sam,FULL_FINETUNE,N/A,0,20110603_6,23.0,0.0,1.0,16139.5,0.4244806957850051,22553922.0,144.455078125,254.25,22553922.0
mobile_sam,FULL_FINETUNE,N/A,0,20110603_9,23.0,0.0,1.0,10202.0,0.5657079562602365,17450342.0,138.5651397705078,230.875,17450342.0
mobile_sam,FULL_FINETUNE,N/A,0,20110607_1,27.0,0.0,1.0,14265.5,0.4110398917587552,12667909.0,126.32160186767578,255.0,12667909.0
mobile_sam,FULL_FINETUNE,N/A,0,20110607_2,27.0,0.0,1.0,11034.0,0.5209062441304285,12509229.0,124.50838470458984,249.0,12509229.0
mobile_sam,FULL_FINETUNE,N/A,0,20110607_3,27.0,0.0,1.0,13942.5,0.3468139119646535,12622375.0,126.58834075927734,233.796875,12622375.0
mobile_sam,FULL_FINETUNE,N/A,0,20110607_4,27.0,0.0,1.0,11730.0,0.5831595565740102,11929389.0,123.1929168701172,254.625,11929389.0
mobile_sam,FULL_FINETUNE,N/A,0,20110607_7,27.0,0.0,1.0,19146.5,0.4451399188909836,21756462.0,125.27253723144533,249.421875,21756462.0
mobile_sam,FULL_FINETUNE,N/A,0,20110607_9,27.0,0.0,1.0,11886.0,0.5817585854561523,18204714.0,128.04983520507812,254.015625,18204714.0
mobile_sam,FULL_FINETUNE,N/A,0,20110610_1,30.0,0.0,1.0,43097.0,0.1749807549412688,31262230.0,141.49073791503906,255.0,31262230.0
mobile_sam,FULL_FINETUNE,N/A,0,20110610_10,30.0,0.0,1.0,23255.0,0.2811349733384242,22204620.0,108.82644653320312,249.71875,22204620.0
mobile_sam,FULL_FINETUNE,N/A,0,20110610_3,30.0,0.0,1.0,42080.0,0.1304360903315805,30401340.0,101.83102416992188,252.0,30401340.0
mobile_sam,FULL_FINETUNE,N/A,0,20110610_4,30.0,0.0,1.0,37012.0,0.2182754336155687,30258968.0,119.23917388916016,254.53125,30258968.0
mobile_sam,FULL_FINETUNE,N/A,0,20110610_6,30.0,0.0,1.0,14408.5,0.4408616957426172,27696292.0,120.09283447265624,253.875,27696292.0
mobile_sam,FULL_FINETUNE,N/A,0,20110610_9,30.0,0.0,1.0,14216.0,0.3076332424991414,18215950.0,100.58001708984376,250.25,18215950.0
mobile_sam,FULL_FINETUNE,N/A,0,20110617_1,37.0,0.0,1.0,9220.0,0.6276502784243386,14264039.0,121.30523681640624,255.0,14264039.0
mobile_sam,FULL_FINETUNE,N/A,0,20110617_10,37.0,0.0,1.0,8225.5,0.59900520554456,9621752.0,121.28311157226562,252.140625,9621752.0
mobile_sam,FULL_FINETUNE,N/A,0,20110617_3,37.0,0.0,1.0,16662.0,0.5090689465705325,21593438.0,111.55536651611328,224.0,21593438.0
mobile_sam,FULL_FINETUNE,N/A,0,20110617_6,37.0,0.0,1.0,20123.0,0.3541931908250718,20753694.0,121.1972427368164,251.5,20753694.0
mobile_sam,FULL_FINETUNE,N/A,0,20110617_8,37.0,0.0,1.0,9044.0,0.5664324682148986,15063426.0,122.38131713867188,254.953125,15063426.0
mobile_sam,FULL_FINETUNE,N/A,0,20110617_9,37.0,0.0,1.0,12703.5,0.4891314046303959,11709425.0,111.58953857421876,254.953125,11709425.0
mobile_sam,FULL_FINETUNE,N/A,0,20110627_1,47.0,0.0,1.0,13716.5,0.3438096546335483,19383448.0,120.15231323242188,250.875,19383448.0
mobile_sam,FULL_FINETUNE,N/A,0,20110627_10,47.0,0.0,1.0,12507.5,0.4302618312266843,20247316.0,106.72376251220705,244.8125,20247316.0
mobile_sam,FULL_FINETUNE,N/A,0,20110627_3,47.0,0.0,1.0,14849.5,0.292011476299788,23345432.0,131.2639923095703,254.171875,23345432.0
mobile_sam,FULL_FINETUNE,N/A,0,20110627_4,47.0,0.0,1.0,15125.0,0.2888100429619055,18122032.0,115.8638687133789,239.609375,18122032.0
mobile_sam,FULL_FINETUNE,N/A,0,20110627_5,47.0,0.0,1.0,13658.0,0.5779190230882874,18013330.0,99.6632080078125,231.53125,18013330.0
mobile_sam,FULL_FINETUNE,N/A,0,20110627_6,47.0,0.0,1.0,6963.0,0.450284487325619,15760760.0,117.9636001586914,254.75,15760760.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110511_1,0.0,0.0,1.0,1090.5,0.24909204507577,1539384.0,115.0511245727539,254.0,1539384.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110511_2,0.0,0.0,1.0,733.0,0.4398581966498576,1385026.0,112.22964477539062,244.0,1385026.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110511_3,0.0,0.0,1.0,1055.0,0.3045215595428533,2043700.0,131.4361114501953,228.0,2043700.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110511_4,0.0,0.0,1.0,728.5,0.3412781115555007,1741919.0,139.81210327148438,251.0,1741919.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110511_5,0.0,0.0,1.0,499.0,0.5097482981705178,1349720.0,126.04781341552734,253.0,1349720.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110511_6,0.0,0.0,1.0,918.5,0.2143215965067151,1548089.0,123.70856475830078,252.0,1548089.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110516_1,5.0,0.0,1.0,957.0,0.427713394070593,1733703.0,114.466064453125,252.0,1733703.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110516_2,5.0,0.0,1.0,1031.5,0.2349273687595017,1970768.0,117.4824447631836,248.0,1970768.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110516_3,5.0,0.0,1.0,1493.5,0.2507518064912737,2551381.0,116.45355987548828,238.0,2551381.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110516_5,5.0,0.0,1.0,1121.5,0.3296920042941082,2072106.0,121.06251525878906,253.0,2072106.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110516_6,5.0,0.0,1.0,1019.0,0.3584954599998244,1658327.0,116.18629455566406,230.0,1658327.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110516_7,5.0,0.0,1.0,1276.0,0.2394155449082839,2379476.0,134.29710388183594,246.0,2379476.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110519_1,8.0,0.0,1.0,2670.5,0.146855214092304,2239809.0,108.46007537841795,254.0,2239809.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110519_10,8.0,0.0,1.0,2145.5,0.1794565752373556,2212204.0,106.29463958740234,201.0,2212204.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110519_4,8.0,0.0,1.0,1566.5,0.201953688749329,1952830.0,108.20201873779295,255.0,1952830.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110519_5,8.0,0.0,1.0,1980.5,0.2109720070866355,1578201.0,88.28108978271484,224.0,1578201.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110519_7,8.0,0.0,1.0,2334.0,0.1359865033157146,2063293.0,93.55216217041016,244.0,2063293.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110519_8,8.0,0.0,1.0,3385.5,0.1080900495278695,1779213.0,92.71080017089844,245.0,1779213.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110523_2,12.0,0.0,1.0,1055.0,0.3457269717082036,2182897.0,104.51483917236328,250.0,2182897.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110523_3,12.0,0.0,1.0,4072.5,0.0805442855500674,2560148.0,104.55985260009766,229.0,2560148.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110523_4,12.0,0.0,1.0,1693.5,0.2224214568995619,2469025.0,121.57294464111328,248.0,2469025.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110523_6,12.0,0.0,1.0,1969.0,0.1325892778841913,2119010.0,110.97779083251952,246.0,2119010.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110523_7,12.0,0.0,1.0,1836.5,0.2123526889027419,2292116.0,111.61453247070312,225.0,2292116.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110523_9,12.0,0.0,1.0,2059.0,0.1955987958546794,2543757.0,104.77621459960938,215.0,2543757.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110526_2,15.0,0.0,1.0,3556.5,0.126324964523761,2594656.0,92.369384765625,254.0,2594656.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110526_3,15.0,0.0,1.0,5649.5,0.1003154426147367,3456010.0,101.18309783935548,255.0,3456010.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110526_5,15.0,0.0,1.0,3583.5,0.1380465942155176,3435213.0,98.10689544677734,253.0,3435213.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110526_6,15.0,0.0,1.0,2067.0,0.3103958253224224,2985332.0,104.3858871459961,251.0,2985332.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110526_7,15.0,0.0,1.0,2193.5,0.2883555615508505,2958358.0,99.6147232055664,229.0,2958358.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110526_8,15.0,0.0,1.0,5266.0,0.0924635882366297,3347746.0,98.36475372314452,245.0,3347746.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110530_4,19.0,0.0,1.0,882.5,0.377944288167376,1431690.0,113.74354553222656,230.0,1431690.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110530_5,19.0,0.0,1.0,1348.0,0.3381340282449734,1439761.0,123.47864532470705,252.0,1439761.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110530_6,19.0,0.0,1.0,1210.5,0.2413796464439642,1632916.0,116.23004913330078,230.0,1632916.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110530_7,19.0,0.0,1.0,790.5,0.370323058297964,1675951.0,117.90017700195312,252.0,1675951.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110530_8,19.0,0.0,1.0,1845.5,0.1924708861647839,1818160.0,119.1142578125,254.0,1818160.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110530_9,19.0,0.0,1.0,851.5,0.3398586422125932,1209225.0,117.49173736572266,229.0,1209225.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110603_1,23.0,0.0,1.0,179.5,0.8486136409308821,476461.0,124.1430435180664,225.0,476461.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110603_10,23.0,0.0,1.0,1066.5,0.2278051428917361,1338980.0,155.76779174804688,255.0,1338980.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110603_3,23.0,0.0,1.0,834.0,0.3187115663999909,1285992.0,141.41104125976562,239.0,1285992.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110603_5,23.0,0.0,1.0,682.5,0.4802220830361617,1538468.0,140.5892333984375,254.0,1538468.0
mobilenet_unet,FULL_FINETUNE,N/A,0,20110603_6,23.0,0.0,1.0,690.5,0.4580223660111752,1374140.0,145.565673828125,255.0,1374140.0
