stem,storage_day,gt_class,pred_class,area,circularity,opt_volume,mean_phase,max_phase,dry_mass
20110610_9,30.0,0.0,4.0,624.0,0.24798005818608648,1521661.0,63.18665313720703,247.0,1521661.0
20110617_1,37.0,0.0,4.0,409.0,0.15415771779938933,1478045.0,67.7039566040039,255.0,1478045.0
20110617_10,37.0,0.0,4.0,472.0,0.2255430584133012,1338862.0,66.88624572753906,252.0,1338862.0
20110617_3,37.0,0.0,4.0,981.5,0.20551666906869076,1771444.0,70.999755859375,224.0,1771444.0
20110617_6,37.0,0.0,4.0,902.0,0.15897578878488253,1907670.0,79.11375427246094,251.0,1907670.0
20110617_8,37.0,0.0,4.0,530.0,0.2091456215962207,1800610.0,81.10855865478516,253.0,1800610.0
20110617_9,37.0,0.0,4.0,436.0,0.41042930559250673,1239652.0,58.927223205566406,252.0,1239652.0
20110627_1,47.0,0.0,4.0,540.0,0.2107926022301341,1629778.0,69.43498992919922,245.0,1629778.0
20110627_10,47.0,0.0,4.0,416.0,0.20896525089945325,1688351.0,69.60263061523438,244.0,1688351.0
20110627_3,47.0,0.0,4.0,420.0,0.19273781378423796,2058760.0,85.71737670898438,253.0,2058760.0
20110627_4,47.0,0.0,4.0,380.0,0.4424974446229723,1647444.0,72.69953155517578,239.0,1647444.0
20110627_5,47.0,0.0,4.0,826.0,0.24597939962758905,1461542.0,59.65721130371094,232.0,1461542.0
20110627_6,47.0,0.0,4.0,380.5,0.20546257120474887,1410199.0,62.38162612915039,250.0,1410199.0
