stem,storage_day,gt_class,pred_class,area,circularity,opt_volume,mean_phase,max_phase,dry_mass
20110526_2,15.0,0.0,1.0,3513.0,0.13255068071688658,2441017.0,93.22908020019531,254.0,2441017.0
20110526_3,15.0,0.0,1.0,6471.0,0.08889892344486819,3227533.0,101.28771209716797,255.0,3227533.0
20110526_5,15.0,0.0,1.0,8526.0,0.1173687078716223,3143731.0,97.61624145507812,253.0,3143731.0
20110526_6,15.0,0.0,1.0,4170.5,0.09595729538145716,2740603.0,105.1772232055664,251.0,2740603.0
20110526_7,15.0,0.0,1.0,5760.5,0.05650034614087291,2752320.0,100.88410186767578,251.0,2752320.0
20110526_8,15.0,0.0,1.0,9124.0,0.04989782042092171,3192984.0,97.06298828125,245.0,3192984.0
20110530_4,19.0,0.0,1.0,894.0,0.4165496261065685,1400246.0,113.42616271972656,230.0,1400246.0
20110530_5,19.0,0.0,1.0,1269.5,0.28543942972996433,1404585.0,123.1875991821289,252.0,1404585.0
20110530_6,19.0,0.0,1.0,1177.0,0.21967355712545528,1594462.0,116.1467056274414,250.0,1594462.0
20110530_7,19.0,0.0,1.0,1373.0,0.2510301818700407,1644170.0,116.95618438720703,252.0,1644170.0
20110530_8,19.0,0.0,1.0,1852.5,0.2080633165166505,1748614.0,119.59606170654297,254.0,1748614.0
20110530_9,19.0,0.0,1.0,788.0,0.3762689642493933,1178203.0,120.11448669433594,255.0,1178203.0
20110603_1,23.0,0.0,1.0,301.5,0.3570425027520187,472781.0,126.47966766357422,227.0,472781.0
20110603_10,23.0,0.0,1.0,1401.0,0.218641136662498,1362206.0,155.025146484375,255.0,1362206.0
20110603_3,23.0,0.0,1.0,791.5,0.32494990889778624,1255377.0,141.24403381347656,239.0,1255377.0
20110603_5,23.0,0.0,1.0,683.0,0.4292896027917413,1495726.0,140.97323608398438,254.0,1495726.0
20110603_6,23.0,0.0,1.0,888.0,0.30635551447111586,1332899.0,146.11915588378906,255.0,1332899.0
20110603_9,23.0,0.0,1.0,599.0,0.3772506988722488,1085473.0,139.55682373046875,236.0,1085473.0
20110607_1,27.0,0.0,1.0,463.5,0.32280487026816507,754362.0,126.46471405029297,243.0,754362.0
20110607_2,27.0,0.0,1.0,546.5,0.4467632747913851,800701.0,125.4034423828125,253.0,800701.0
20110607_3,27.0,0.0,1.0,731.5,0.4828081268191518,782983.0,129.6544189453125,255.0,782983.0
20110607_4,27.0,0.0,1.0,632.5,0.4450409780518276,734578.0,124.48365020751953,252.0,734578.0
20110607_7,27.0,0.0,1.0,658.0,0.5328672119047088,1360681.0,127.40458679199219,250.0,1360681.0
20110607_9,27.0,0.0,1.0,680.5,0.5061351735885998,1153819.0,130.4044952392578,255.0,1153819.0
20110610_1,30.0,0.0,1.0,1386.5,0.1690521521667976,1909682.0,143.6391143798828,255.0,1909682.0
20110610_10,30.0,0.0,1.0,742.5,0.41024116197560423,1361297.0,110.35157012939453,246.0,1361297.0
20110610_3,30.0,0.0,1.0,964.0,0.25180176466033405,1848533.0,102.1514663696289,252.0,1848533.0
20110610_4,30.0,0.0,1.0,1010.5,0.2682287386309503,1804643.0,119.08690643310547,255.0,1804643.0
20110610_6,30.0,0.0,1.0,1321.0,0.21484777366793303,1652377.0,121.21310424804688,253.0,1652377.0
20110610_9,30.0,0.0,1.0,599.0,0.38928782614578755,1070161.0,100.56958770751953,247.0,1070161.0
20110617_1,37.0,0.0,1.0,372.0,0.8471475814057212,866679.0,120.2885513305664,255.0,866679.0
20110617_10,37.0,0.0,1.0,461.5,0.44749384683822446,587780.0,121.56773376464844,252.0,587780.0
20110617_3,37.0,0.0,1.0,706.0,0.49095918548239026,1296275.0,110.4717025756836,224.0,1296275.0
20110617_6,37.0,0.0,2.0,1045.5,0.2018963500524031,1236331.0,120.5470962524414,251.0,1236331.0
20110617_8,37.0,0.0,1.0,386.0,0.7590260095850117,958047.0,120.73686218261719,253.0,958047.0
20110617_9,37.0,0.0,1.0,686.5,0.3751673996841956,699912.0,113.12623596191406,252.0,699912.0
20110627_1,47.0,0.0,2.0,388.5,0.3418876712069504,1142761.0,118.2982406616211,245.0,1142761.0
20110627_10,47.0,0.0,2.0,533.0,0.36351358943756756,1157409.0,116.11245727539062,244.0,1157409.0
20110627_3,47.0,0.0,2.0,412.5,0.4296431263844614,1307148.0,132.55734252929688,253.0,1307148.0
20110627_4,47.0,0.0,2.0,488.0,0.3463976789333407,1030929.0,122.3799819946289,239.0,1030929.0
20110627_5,47.0,0.0,2.0,743.5,0.3983201616031225,1012429.0,102.8055419921875,232.0,1012429.0
20110627_6,47.0,0.0,2.0,483.0,0.33688960549726105,953399.0,119.39875030517578,250.0,953399.0
